Date,Open,High,Low,Close,Adj Close,Volume
2012/1/4,58.57143,59.240002,58.468571,,39.383293,65005500
2012/1/5,59.278572,59.792858,58.952858,,39.820515,67817400
2012/1/6,59.967144,60.392857,59.888573,,40.236809,79573200
2012/1/9,60.785713,61.107143,60.192856,,40.17297,98506100
2012/1/10,60.844284,60.857143,60.214287,,40.316807,64549100
2012/1/11,60.382858,60.407143,59.901428,,40.251083,53771200
2012/1/12,60.325714,60.414288,59.82143,,40.140579,53146800
2012/1/13,59.957142,60.064285,59.808571,,39.990093,56505400
2012/1/17,60.599998,60.855713,60.422855,,40.455898,60724300
2012/1/18,60.994286,61.352856,60.900002,,40.875977,69197800
2012/1/19,61.450001,61.624287,60.93,,40.746429,65434600
2012/1/20,61.07,61.07143,59.964287,,40.03677,103493600
2012/1/23,60.381428,61.207142,60.328571,,40.714039,76515600
2012/1/24,60.728573,60.728573,59.935715,,40.047241,136909500
2012/1/25,64.919998,64.921425,63.389999,,42.547745,239578500
2012/1/26,64.05143,64.112854,63.305714,,42.354374,80996300
2012/1/27,63.477142,64.068573,63.395714,,42.606808,74927300
2012/1/30,63.672855,64.842857,63.627144,,43.152634,94835300
2012/1/31,65.084282,65.46286,64.724289,,43.483173,97920900
2012/2/1,65.487144,65.57,65.078575,,43.455555,67511500
2012/2/2,65.128571,65.309998,64.854286,,43.353626,46699100
2012/2/3,65.328575,65.714287,65.080002,,43.787991,71649900
2012/2/6,65.482857,66.425713,65.457146,,44.196655,62353200
2012/2/7,66.464287,67.10714,66.368568,,44.659607,79055900
2012/2/8,67.214287,68.112854,67.099998,,45.407379,101972500
2012/2/9,68.68,70.964287,68.651428,,46.978184,221053700
2012/2/10,70.137146,71.08857,69.792854,,47.001984,157825500
2012/2/13,71.361427,71.975716,71.012856,,47.876461,129304000
2012/2/14,72.094284,72.794289,71.714287,,48.529926,115099600
2012/2/15,73.465714,75.184288,70.984283,,47.40683,376530000
2012/2/16,70.214287,72.127144,69.51857,,47.839321,236138000
2012/2/17,71.872856,72.538574,71.471428,,47.83073,133951300
2012/2/21,72.41143,73.550003,72.017143,,49.043362,151398800
2012/2/22,73.297142,73.641426,72.724289,,48.870945,120825600
2012/2/23,73.582855,73.975716,72.785713,,49.190063,142006900
2012/2/24,74.238571,74.699997,74.091431,,49.763515,103768000
2012/2/27,74.472855,75.5,73.754288,,50.08263,136895500
2012/2/28,75.422859,76.487144,75.121429,,51.001869,150096800
2012/2/29,77.365715,78.230003,76.528572,,51.67152,238002800
2012/3/1,78.309998,78.315712,76.96714,,51.864895,170817500
2012/3/2,77.748573,78.114288,77.502853,,51.932507,107928100
2012/3/5,77.917145,78.211426,75.14286,,50.787521,202281100
2012/3/6,74.808571,76.241432,73.745712,,50.511272,202559700
2012/3/7,76.685715,76.825714,74.757141,,50.552238,199630200
2012/3/8,76.384285,77.57,76.017143,,51.628654,129114300
2012/3/9,77.744286,78.248573,77.587143,,51.931568,104729800
2012/3/12,78.425713,78.85714,78.14286,,52.582176,101820600
2012/3/13,79.648575,81.168571,79.39286,,54.115833,172713800
2012/3/14,82.578575,84.959999,82.199997,,56.161953,354711000
2012/3/15,85.658569,85.715714,82.650002,,55.779045,289929500
2012/3/16,83.531425,84.171425,82.571426,,55.779972,206371900
